390.0,3.769647E-03,4.146161E-04,1.847260E-02
390.1,3.839806E-03,4.227277E-04,1.881624E-02
390.2,3.911263E-03,4.309905E-04,1.916627E-02
390.3,3.984042E-03,4.394068E-04,1.952283E-02
390.4,4.058164E-03,4.479791E-04,1.988602E-02
390.5,4.133652E-03,4.567101E-04,2.025596E-02
390.6,4.210531E-03,4.656021E-04,2.063276E-02
390.7,4.288822E-03,4.746578E-04,2.101655E-02
390.8,4.368550E-03,4.838798E-04,2.140744E-02
390.9,4.449740E-03,4.932708E-04,2.180555E-02
391.0,4.532416E-03,5.028333E-04,2.221101E-02
391.1,4.616603E-03,5.125700E-04,2.262394E-02
391.2,4.702326E-03,5.224838E-04,2.304447E-02
391.3,4.789611E-03,5.325772E-04,2.347274E-02
391.4,4.878483E-03,5.428531E-04,2.390886E-02
391.5,4.968969E-03,5.533143E-04,2.435297E-02
391.6,5.061096E-03,5.639636E-04,2.480521E-02
391.7,5.154890E-03,5.748039E-04,2.526572E-02
391.8,5.250379E-03,5.858379E-04,2.573462E-02
391.9,5.347591E-03,5.970687E-04,2.621206E-02
392.0,5.446553E-03,6.084991E-04,2.669819E-02
392.1,5.547294E-03,6.201321E-04,2.719314E-02
392.2,5.649842E-03,6.319706E-04,2.769706E-02
392.3,5.754228E-03,6.440177E-04,2.821009E-02
392.4,5.860479E-03,6.562764E-04,2.873239E-02
392.5,5.968626E-03,6.687497E-04,2.926411E-02
392.6,6.078699E-03,6.814406E-04,2.980540E-02
392.7,6.190729E-03,6.943524E-04,3.035641E-02
392.8,6.304746E-03,7.074881E-04,3.091731E-02
392.9,6.420782E-03,7.208507E-04,3.148824E-02
393.0,6.538868E-03,7.344436E-04,3.206937E-02
393.1,6.659036E-03,7.482698E-04,3.266087E-02
393.2,6.781319E-03,7.623325E-04,3.326289E-02
393.3,6.905749E-03,7.766350E-04,3.387560E-02
393.4,7.032359E-03,7.911805E-04,3.449917E-02
393.5,7.161183E-03,8.059722E-04,3.513378E-02
393.6,7.292254E-03,8.210134E-04,3.577958E-02
393.7,7.425607E-03,8.363073E-04,3.643676E-02
393.8,7.561275E-03,8.518574E-04,3.710549E-02
393.9,7.699294E-03,8.676668E-04,3.778595E-02
394.0,7.839699E-03,8.837389E-04,3.847832E-02
394.1,7.982526E-03,9.000770E-04,3.918278E-02
394.2,8.127810E-03,9.166845E-04,3.989952E-02
394.3,8.275588E-03,9.335647E-04,4.062871E-02
394.4,8.425895E-03,9.507211E-04,4.137054E-02
394.5,8.578770E-03,9.681568E-04,4.212522E-02
394.6,8.734249E-03,9.858754E-04,4.289291E-02
394.7,8.892371E-03,1.003880E-03,4.367383E-02
394.8,9.053172E-03,1.022175E-03,4.446816E-02
394.9,9.216691E-03,1.040762E-03,4.527609E-02
395.0,9.382967E-03,1.059646E-03,4.609784E-02
395.1,9.552040E-03,1.078830E-03,4.693359E-02
395.2,9.723947E-03,1.098317E-03,4.778355E-02
395.3,9.898728E-03,1.118110E-03,4.864792E-02
395.4,1.007642E-02,1.138213E-03,4.952691E-02
395.5,1.025708E-02,1.158630E-03,5.042072E-02
395.6,1.044072E-02,1.179364E-03,5.132957E-02
395.7,1.062741E-02,1.200417E-03,5.225366E-02
395.8,1.081716E-02,1.221794E-03,5.319321E-02
395.9,1.101004E-02,1.243498E-03,5.414843E-02
396.0,1.120608E-02,1.265532E-03,5.511953E-02
396.1,1.140532E-02,1.287900E-03,5.610673E-02
396.2,1.160781E-02,1.310604E-03,5.711025E-02
396.3,1.181358E-02,1.333648E-03,5.813031E-02
396.4,1.202268E-02,1.357036E-03,5.916713E-02
396.5,1.223516E-02,1.380771E-03,6.022093E-02
396.6,1.245105E-02,1.404855E-03,6.129194E-02
396.7,1.267040E-02,1.429292E-03,6.238038E-02
396.8,1.289325E-02,1.454085E-03,6.348648E-02
396.9,1.311965E-02,1.479238E-03,6.461047E-02
397.0,1.334965E-02,1.504753E-03,6.575257E-02
397.1,1.358327E-02,1.530633E-03,6.691302E-02
397.2,1.382058E-02,1.556882E-03,6.809204E-02
397.3,1.406161E-02,1.583503E-03,6.928988E-02
397.4,1.430641E-02,1.610498E-03,7.050676E-02
397.5,1.455503E-02,1.637871E-03,7.174292E-02
397.6,1.480750E-02,1.665624E-03,7.299859E-02
397.7,1.506388E-02,1.693759E-03,7.427401E-02
397.8,1.532421E-02,1.722281E-03,7.556941E-02
397.9,1.558854E-02,1.751192E-03,7.688504E-02
398.0,1.585690E-02,1.780493E-03,7.822113E-02
398.1,1.612935E-02,1.810189E-03,7.957792E-02
398.2,1.640594E-02,1.840281E-03,8.095565E-02
398.3,1.668670E-02,1.870772E-03,8.235456E-02
398.4,1.697169E-02,1.901664E-03,8.377489E-02
398.5,1.726094E-02,1.932960E-03,8.521688E-02
398.6,1.755451E-02,1.964662E-03,8.668077E-02
398.7,1.785244E-02,1.996772E-03,8.816679E-02
398.8,1.815478E-02,2.029292E-03,8.967520E-02
398.9,1.846157E-02,2.062225E-03,9.120623E-02
399.0,1.877286E-02,2.095572E-03,9.276013E-02
399.1,1.908869E-02,2.129335E-03,9.433712E-02
399.2,1.940910E-02,2.163516E-03,9.593746E-02
399.3,1.973416E-02,2.198116E-03,9.756138E-02
399.4,2.006389E-02,2.233138E-03,9.920911E-02
399.5,2.039834E-02,2.268583E-03,1.008809E-01
399.6,2.073756E-02,2.304452E-03,1.025770E-01
399.7,2.108160E-02,2.340746E-03,1.042976E-01
399.8,2.143049E-02,2.377468E-03,1.060430E-01
399.9,2.178428E-02,2.414617E-03,1.078134E-01
400.0,2.214302E-02,2.452194E-03,1.096090E-01
400.1,2.250675E-02,2.490202E-03,1.114301E-01
400.2,2.287551E-02,2.528643E-03,1.132769E-01
400.3,2.324936E-02,2.567521E-03,1.151497E-01
400.4,2.362835E-02,2.606839E-03,1.170487E-01
400.5,2.401252E-02,2.646602E-03,1.189742E-01
400.6,2.440193E-02,2.686813E-03,1.209264E-01
400.7,2.479661E-02,2.727476E-03,1.229056E-01
400.8,2.519663E-02,2.768595E-03,1.249121E-01
400.9,2.560203E-02,2.810173E-03,1.269460E-01
401.0,2.601285E-02,2.852216E-03,1.290077E-01
401.1,2.642916E-02,2.894727E-03,1.310973E-01
401.2,2.685099E-02,2.937711E-03,1.332152E-01
401.3,2.727839E-02,2.981171E-03,1.353616E-01
401.4,2.771142E-02,3.025112E-03,1.375368E-01
401.5,2.815012E-02,3.069539E-03,1.397409E-01
401.6,2.859454E-02,3.114456E-03,1.419742E-01
401.7,2.904473E-02,3.159867E-03,1.442370E-01
401.8,2.950073E-02,3.205778E-03,1.465296E-01
401.9,2.996259E-02,3.252192E-03,1.488521E-01
402.0,3.043036E-02,3.299115E-03,1.512047E-01
402.1,3.090409E-02,3.346552E-03,1.535879E-01
402.2,3.138382E-02,3.394508E-03,1.560017E-01
402.3,3.186960E-02,3.442988E-03,1.584464E-01
402.4,3.236147E-02,3.491997E-03,1.609222E-01
402.5,3.285949E-02,3.541540E-03,1.634295E-01
402.6,3.336369E-02,3.591623E-03,1.659683E-01
402.7,3.387412E-02,3.642252E-03,1.685389E-01
402.8,3.439083E-02,3.693431E-03,1.711416E-01
402.9,3.491386E-02,3.745167E-03,1.737766E-01
403.0,3.544325E-02,3.797466E-03,1.764441E-01
403.1,3.597904E-02,3.850333E-03,1.791442E-01
403.2,3.652129E-02,3.903775E-03,1.818773E-01
